Transaction ID,Date,Order Time,Branch ID,Employee ID,Product ID,Order Type,Qty,Price
23034577,04-01-25,3:15:36 AM,200101,2001014,10018,Take Away,4,4
23034578,04-01-25,3:16:48 AM,200101,2001018,10006,Take Away,4,5.5
23034579,04-01-25,3:17:12 AM,971106,9711068,10019,Dine In,4,4.5
23034579,04-01-25,3:17:36 AM,971106,9711068,10027,Dine In,1,3.5
23034580,04-01-25,3:17:12 AM,971107,9711073,10021,Take Away,4,4
23034580,04-01-25,3:17:36 AM,971107,9711073,10029,Take Away,2,4
23034583,04-01-25,3:22:00 AM,966105,9661056,10011,Dine In,1,5
23034584,04-01-25,3:22:24 AM,965108,9651084,10006,Dine In,3,5.5
23034586,04-01-25,3:25:36 AM,962110,9711067,10020,Dine In,2,4.5
23034588,04-01-25,3:28:00 AM,971107,9711075,10032,Dine In,2,4
23034590,04-01-25,3:32:24 AM,971106,9711065,10017,Take Away,1,3.5
23034590,04-01-25,3:32:24 AM,971106,9711065,10026,Take Away,1,3
23034591,04-01-25,3:33:12 AM,966105,9661052,10017,Take Away,1,3.5
23034593,04-01-25,3:35:12 AM,971107,2001035,10019,Dine In,2,4.5
23034596,04-01-25,3:41:12 AM,965108,9651081,10026,Dine In,4,3
23034598,04-01-25,3:42:00 AM,200101,2001014,10013,Take Away,1,3.5
23034599,04-01-25,3:44:48 AM,200103,2001033,10016,Dine In,2,4
23034599,04-01-25,3:44:48 AM,200103,2001033,10027,Dine In,2,3.5
23034601,04-01-25,3:48:00 AM,200101,2001017,10029,Take Away,4,4
23034603,04-01-25,3:50:00 AM,200103,2001039,10015,Dine In,4,4
23034603,04-01-25,3:50:00 AM,200103,2001039,10019,Dine In,2,4.5
23034603,04-01-25,3:50:48 AM,200103,2001039,10024,Dine In,3,4.5
23034605,04-01-25,3:52:24 AM,971107,2001035,10006,Dine In,4,5.5
23034606,04-01-25,3:57:12 AM,966105,2001013,10013,Dine In,2,3.5
23034606,04-01-25,3:57:12 AM,966105,2001013,10026,Dine In,1,3
23034607,04-01-25,3:58:48 AM,971107,2001035,10033,Take Away,4,4
23034726,04-01-25,7:01:12 AM,966105,9661051,10021,Take Away,4,4
23034728,04-01-25,7:05:36 AM,974109,9741096,10026,Dine In,2,3
23034729,04-01-25,7:06:24 AM,971106,9711062,10019,Dine In,1,4.5
23034730,04-01-25,7:06:24 AM,966104,9661043,10017,Take Away,3,3.5
23034732,04-01-25,7:08:24 AM,966105,9661052,10016,Dine In,4,4
23034732,04-01-25,7:08:24 AM,966105,9661052,10035,Dine In,1,6
23034734,04-01-25,7:11:36 AM,966104,9661041,10005,Dine In,4,5.5
23034736,04-01-25,7:14:24 AM,962110,2001013,10024,Dine In,4,4.5
23034737,04-01-25,7:15:36 AM,966105,2001013,10015,Dine In,1,4
23034738,04-01-25,7:16:00 AM,974109,9741095,10016,Dine In,1,4
23034740,04-01-25,7:20:24 AM,971106,9711064,10032,Dine In,3,4
23034741,04-01-25,7:22:24 AM,971106,9711065,10016,Dine In,2,4
23034742,04-01-25,7:24:00 AM,200101,2001011,10013,Dine In,4,3.5
23034742,04-01-25,7:24:00 AM,200101,2001011,10013,Dine In,4,3.5
23034746,04-01-25,7:29:12 AM,966104,9661044,10002,Dine In,4,4.5
23034747,04-01-25,7:31:36 AM,200101,2001013,10011,Dine In,2,5
23034748,04-01-25,7:32:24 AM,966105,9661052,10013,Take Away,1,3.5
23034748,04-01-25,7:32:24 AM,966105,9661052,10016,Take Away,3,4
23034750,04-01-25,7:34:48 AM,200101,2001013,10027,Dine In,4,3.5
23034754,04-01-25,7:42:00 AM,971107,2001035,10004,Dine In,3,5
23034754,04-01-25,7:42:00 AM,971107,2001035,10007,Dine In,3,4.5
23034754,04-01-25,7:42:00 AM,971107,2001035,10015,Dine In,1,4
23034754,04-01-25,7:42:00 AM,971107,2001035,10018,Dine In,2,4
23034758,04-01-25,7:48:24 AM,971107,9711076,10018,Dine In,4,4
23034759,04-01-25,7:49:36 AM,200103,2001035,10018,Take Away,1,4
23034760,04-01-25,7:50:24 AM,200103,2001031,10017,Dine In,1,3.5
23034767,04-01-25,8:07:12 AM,200101,2001015,10005,Dine In,1,5.5
23034769,04-01-25,8:10:00 AM,200101,2001013,10011,Dine In,1,5
23034769,04-01-25,8:10:00 AM,200101,2001013,10020,Dine In,3,4.5
23034770,04-01-25,8:12:00 AM,971107,9711075,10017,Dine In,3,3.5
23034770,04-01-25,8:12:24 AM,971107,9711075,10020,Dine In,3,4.5
23034773,04-01-25,8:17:36 AM,200101,2001014,10019,Dine In,3,4.5
23034773,04-01-25,8:17:36 AM,200101,2001014,10024,Dine In,1,4.5
23034774,04-01-25,8:17:36 AM,974109,9741095,10015,Dine In,3,4
23034775,04-01-25,8:18:24 AM,200101,2001014,10017,Dine In,3,3.5
23034775,04-01-25,8:18:24 AM,200101,2001014,10019,Dine In,4,4.5
23034777,04-01-25,8:19:12 AM,971107,9711074,10024,Dine In,2,4.5
23034778,04-01-25,8:19:36 AM,966104,9661043,10021,Dine In,3,4
23034779,04-01-25,8:20:00 AM,966104,9711071,10016,Dine In,4,4
23034780,04-01-25,8:20:48 AM,971107,9711076,10002,Dine In,2,4.5
23034785,04-01-25,8:30:00 AM,971107,9711071,10027,Dine In,3,3.5
23034788,04-01-25,8:33:12 AM,200101,2001015,10018,Dine In,2,4
23034790,04-01-25,8:36:48 AM,974109,9741093,10016,Take Away,4,4
23034792,04-01-25,8:38:00 AM,971106,9711064,10026,Dine In,4,3
23034794,04-01-25,8:41:12 AM,965108,9651081,10026,Dine In,3,3
23034795,04-01-25,8:43:12 AM,200103,2001036,10029,Dine In,4,4
23034796,04-01-25,8:44:24 AM,966104,9661042,10020,Dine In,1,4.5
23034797,04-01-25,8:46:24 AM,971106,9711069,10006,Take Away,2,5.5
23034798,04-01-25,8:46:48 AM,962110,9621105,10006,Dine In,1,5.5
23034799,04-01-25,8:46:24 AM,965108,9651087,10016,Dine In,2,4
23034799,04-01-25,8:46:48 AM,965108,9651087,10018,Dine In,1,4
23034807,04-01-25,8:51:12 AM,971107,9711074,10027,Dine In,4,3.5
23034808,04-01-25,8:52:48 AM,971107,9711071,10005,Dine In,4,5.5
23034809,04-01-25,8:56:24 AM,200101,2001018,10019,Dine In,1,4.5
23034811,04-01-25,9:01:12 AM,200103,2001039,10013,Dine In,2,3.5
23034812,04-01-25,9:02:00 AM,200101,2001013,10016,Dine In,3,4
23034814,04-01-25,9:03:36 AM,965108,2001039,10017,Dine In,2,3.5
23034815,04-01-25,9:04:00 AM,966105,9661052,10013,Take Away,2,3.5
23034815,04-01-25,9:04:00 AM,966105,9661052,10019,Take Away,2,4.5
23034815,04-01-25,9:04:00 AM,966105,9661052,10040,Take Away,1,5
23034819,04-01-25,9:06:48 AM,200101,2001018,10003,Take Away,3,4.5
23034822,04-01-25,9:08:48 AM,971107,9711073,10019,Take Away,1,4.5
23034824,04-01-25,9:10:48 AM,965108,9651085,10032,Take Away,1,4
23034827,04-01-25,9:17:36 AM,971106,9711065,10016,Dine In,3,4
23034827,04-01-25,9:17:36 AM,971106,9711065,10033,Dine In,4,4
23034828,04-01-25,9:17:12 AM,971106,9711064,10006,Dine In,3,5.5
23034828,04-01-25,9:17:36 AM,971106,9711064,10040,Dine In,3,5
23034831,04-01-25,9:23:36 AM,200101,2001018,10020,Dine In,4,4.5
23034831,04-01-25,9:23:36 AM,200101,2001018,10021,Dine In,4,4
23034833,04-01-25,9:25:36 AM,966105,9661056,10016,Take Away,2,4
23034834,04-01-25,9:26:24 AM,200101,2001011,10019,Dine In,3,4.5
23034839,04-01-25,9:34:00 AM,966104,9661044,10024,Dine In,4,4.5
23034843,04-02-25,12:10:00 AM,971106,9711067,10016,Dine In,3,4
23034843,04-02-25,12:10:00 AM,971106,9711067,10017,Dine In,1,3.5
23034843,04-02-25,12:10:00 AM,971106,9711067,10018,Dine In,1,4
23034845,04-02-25,12:16:00 AM,962110,9621106,10026,Dine In,3,3
23034845,04-02-25,12:16:00 AM,962110,9621106,10034,Dine In,1,4
23034846,04-02-25,12:16:48 AM,971107,9711072,10029,Dine In,3,4
23034848,04-02-25,12:20:48 AM,200103,2001035,10017,Dine In,2,3.5
23034849,04-02-25,12:21:36 AM,966105,9661054,10024,Dine In,3,4.5
23034849,04-02-25,12:21:36 AM,966105,9661054,10040,Dine In,4,5
23034850,04-02-25,12:22:24 AM,971107,9711071,10015,Take Away,4,4
23034855,04-02-25,12:31:12 AM,200101,2001014,10002,Dine In,3,4.5
23034856,04-02-25,12:31:36 AM,200101,2001014,10011,Dine In,2,5
23034857,04-02-25,12:33:36 AM,971107,9711071,10017,Dine In,4,3.5
23034857,04-02-25,12:33:12 AM,971107,9711071,10034,Dine In,3,4
23034861,04-02-25,12:36:24 AM,971107,9711071,10017,Dine In,3,3.5
23034861,04-02-25,12:36:24 AM,971107,9711071,10026,Dine In,3,3
23034864,04-02-25,12:42:48 AM,971107,9711071,10029,Dine In,3,4
23034866,04-02-25,12:43:12 AM,200101,2001017,10021,Dine In,4,4
23034869,04-02-25,12:48:00 AM,962110,9621102,10021,Dine In,1,4
23034871,04-02-25,12:50:00 AM,200103,2001034,10020,Dine In,3,4.5
23034876,04-02-25,12:57:36 AM,971107,9711078,10007,Take Away,3,4.5
23034879,04-02-25,1:03:12 AM,966104,9661042,10017,Dine In,2,3.5
23034880,04-02-25,1:09:36 AM,965108,9651087,10007,Take Away,2,4.5
23034883,04-02-25,1:13:12 AM,971107,9711073,10016,Dine In,2,4
23034883,04-02-25,1:13:12 AM,971107,9711073,10032,Dine In,2,4
23034884,04-02-25,1:14:48 AM,966105,9661052,10021,Dine In,1,4
23034885,04-02-25,1:15:12 AM,966105,9661054,10017,Take Away,3,3.5
23034888,04-02-25,1:16:24 AM,966105,9661052,10005,Dine In,4,5.5
23034888,04-02-25,1:16:24 AM,966105,9661052,10026,Dine In,3,3
23034889,04-02-25,1:17:36 AM,966104,9661044,10013,Dine In,3,3.5
23034889,04-02-25,1:17:36 AM,966104,9661044,10017,Dine In,2,3.5
23034893,04-02-25,1:21:12 AM,200101,2001013,10021,Take Away,1,4
23034894,04-02-25,1:22:24 AM,200103,2001036,10029,Take Away,1,4
23034897,04-02-25,1:27:12 AM,200103,2001035,10027,Take Away,1,3.5
23034903,04-02-25,1:40:48 AM,200101,2001018,10017,Take Away,4,3.5
23034907,04-02-25,1:44:00 AM,200101,2001013,10013,Take Away,4,3.5
23034910,04-02-25,1:48:24 AM,200101,2001014,10018,Dine In,3,4
23034916,04-02-25,1:54:48 AM,962110,9621106,10020,Dine In,1,4.5
23034921,04-02-25,2:04:24 AM,966105,2001013,10021,Dine In,2,4
23034924,04-02-25,2:08:00 AM,966105,2001013,10021,Dine In,4,4
23034925,04-02-25,2:10:24 AM,971106,9711069,10001,Dine In,3,4.5
23034926,04-02-25,2:11:12 AM,200103,2001031,10001,Dine In,1,4.5
23034926,04-02-25,2:11:36 AM,200103,2001031,10011,Dine In,4,5
23034926,04-02-25,2:11:36 AM,200103,2001031,10015,Dine In,3,4
23034929,04-02-25,2:15:36 AM,200103,2001036,10026,Dine In,1,3
23034930,04-02-25,2:16:48 AM,200101,2001011,10040,Dine In,4,5
23034933,04-02-25,2:19:36 AM,971107,9711072,10024,Dine In,2,4.5
23034936,04-02-25,2:28:24 AM,971107,9711075,10007,Dine In,4,4.5
23034936,04-02-25,2:28:24 AM,971107,9711075,10034,Dine In,3,4
23034942,04-02-25,2:31:12 AM,200103,2001039,10031,Dine In,4,4.5
23034943,04-02-25,2:33:36 AM,962110,9621106,10016,Dine In,4,4
23034944,04-02-25,2:34:24 AM,962110,9621105,10016,Dine In,4,4
23034945,04-02-25,2:35:36 AM,200103,2001036,10017,Dine In,1,3.5
23034949,04-02-25,2:40:00 AM,966104,9711071,10019,Take Away,1,4.5
23034949,04-02-25,2:40:00 AM,966104,9711071,10024,Take Away,4,4.5
23034950,04-02-25,2:40:24 AM,971106,9711069,10018,Dine In,1,4
23034955,04-02-25,2:46:24 AM,200103,2001034,10015,Dine In,4,4
23034957,04-02-25,2:48:48 AM,200103,2001036,10015,Take Away,2,4
23034959,04-02-25,2:51:12 AM,200101,2001014,10019,Take Away,2,4.5
23034960,04-02-25,2:51:12 AM,971107,9711075,10040,Dine In,2,5
23034961,04-02-25,2:51:36 AM,971107,2001035,10027,Dine In,3,3.5
23034962,04-02-25,2:52:00 AM,200103,2001034,10011,Dine In,1,5
23034963,04-02-25,2:54:48 AM,966105,9661057,10013,Dine In,1,3.5
23034964,04-02-25,2:56:24 AM,971107,9711075,10013,Dine In,3,3.5
23034964,04-02-25,2:56:24 AM,971107,9711075,10013,Dine In,3,3.5
23034965,04-02-25,2:58:48 AM,971106,9711062,10024,Dine In,2,4.5
23034971,04-02-25,3:02:00 AM,962110,9621106,10016,Take Away,3,4
23034972,04-02-25,3:03:36 AM,974109,9741097,10017,Take Away,1,3.5
23034973,04-02-25,3:08:00 AM,971106,9711062,10017,Take Away,4,3.5
23034973,04-02-25,3:08:00 AM,971106,9711062,10020,Take Away,3,4.5
23034975,04-02-25,3:10:48 AM,974109,9741096,10001,Dine In,1,4.5
23034976,04-02-25,3:11:12 AM,971106,9711068,10015,Take Away,3,4
23034977,04-02-25,3:11:12 AM,971107,2001035,10013,Take Away,3,3.5
23034977,04-02-25,3:11:12 AM,971107,2001035,10016,Take Away,1,4
23034978,04-02-25,3:11:12 AM,971106,9711062,10001,Dine In,3,4.5
23034987,04-02-25,3:22:48 AM,200103,2001031,10017,Dine In,4,3.5
23034988,04-02-25,3:23:12 AM,962110,9711068,10017,Take Away,3,3.5
23034989,04-02-25,3:24:24 AM,971106,9711065,10016,Dine In,1,4
23034992,04-02-25,3:30:24 AM,966105,9661051,10002,Dine In,2,4.5
23034992,04-02-25,3:30:24 AM,966105,9661051,10017,Dine In,2,3.5
23034995,04-02-25,3:36:48 AM,200101,2001017,10007,Take Away,1,4.5
23034995,04-02-25,3:36:48 AM,200101,2001017,10026,Take Away,1,3
23034996,04-02-25,3:36:48 AM,965108,9651084,10018,Dine In,4,4
23034997,04-02-25,3:42:24 AM,971107,9711075,10021,Take Away,2,4
23034997,04-02-25,3:42:24 AM,971107,9711075,10021,Take Away,2,4
23034998,04-02-25,3:46:00 AM,971106,9711068,10007,Dine In,1,4.5
23034998,04-02-25,3:46:00 AM,971106,9711068,10015,Dine In,2,4
23034999,04-02-25,3:46:00 AM,971107,9711073,10035,Take Away,4,6
23035000,04-02-25,3:46:00 AM,974109,9741095,10024,Dine In,2,4.5
23035001,04-02-25,3:46:00 AM,974109,9741093,10019,Take Away,2,4.5
23035001,04-02-25,3:46:24 AM,974109,9741093,10032,Take Away,3,4
23035002,04-02-25,3:47:12 AM,966104,9661045,10016,Dine In,3,4
23035003,04-02-25,3:48:24 AM,974109,9741096,10015,Dine In,1,4
23035003,04-02-25,3:48:24 AM,974109,9741096,10027,Dine In,3,3.5
23035004,04-02-25,3:48:24 AM,971106,9711069,10019,Dine In,3,4.5
23035006,04-02-25,3:51:36 AM,962110,9621102,10011,Dine In,2,5
23035006,04-02-25,3:51:36 AM,962110,9621102,10015,Dine In,4,4
23035006,04-02-25,3:51:36 AM,962110,9621102,10035,Dine In,1,6
23035007,04-02-25,3:52:24 AM,971107,2001035,10018,Take Away,2,4
23035009,04-02-25,3:54:48 AM,200101,2001011,10017,Take Away,1,3.5
23035009,04-02-25,3:54:48 AM,200101,2001011,10034,Take Away,3,4
23035123,04-02-25,7:00:24 AM,962110,9711068,10011,Dine In,1,5
23035125,04-02-25,7:01:36 AM,965108,9651081,10012,Dine In,1,4
23035125,04-02-25,7:01:36 AM,965108,9651081,10021,Dine In,3,4
23035126,04-02-25,7:02:24 AM,965108,9651085,10002,Dine In,1,4.5
23035127,04-02-25,7:04:00 AM,200101,2001015,10029,Dine In,4,4
23035128,04-02-25,7:05:12 AM,966105,2001013,10004,Dine In,2,5
23035128,04-02-25,7:05:12 AM,966105,2001013,10020,Dine In,1,4.5
23035129,04-02-25,7:05:12 AM,966105,9661054,10013,Dine In,3,3.5
23035131,04-02-25,7:07:36 AM,965108,9651084,10016,Take Away,3,4
23035131,04-02-25,7:07:36 AM,965108,9651084,10026,Take Away,2,3
23035132,04-02-25,7:10:00 AM,966105,9661052,10002,Dine In,3,4.5
23035132,04-02-25,7:10:00 AM,966105,9661052,10004,Dine In,2,5
23035134,04-02-25,7:10:48 AM,974109,9741093,10012,Take Away,2,4
23035134,04-02-25,7:10:48 AM,974109,9741093,10021,Take Away,1,4
23035135,04-02-25,7:13:12 AM,965108,9651087,10018,Dine In,3,4
23035137,04-02-25,7:15:12 AM,962110,9711068,10026,Dine In,1,3
23035140,04-02-25,7:23:36 AM,200101,2001015,10015,Dine In,1,4
23035141,04-02-25,7:23:36 AM,966105,2001013,10036,Dine In,1,6
23035142,04-02-25,7:26:00 AM,962110,9711068,10018,Dine In,3,4
23035143,04-02-25,7:27:36 AM,966105,2001013,10015,Dine In,1,4
23035143,04-02-25,7:27:36 AM,966105,2001013,10021,Dine In,3,4
23035145,04-02-25,7:32:00 AM,966104,9661041,10005,Dine In,2,5.5
23035147,04-02-25,7:34:48 AM,966105,2001013,10004,Take Away,4,5
23035148,04-02-25,7:36:00 AM,966104,9661043,10019,Dine In,3,4.5
23035149,04-02-25,7:36:00 AM,971106,9711062,10026,Dine In,2,3
23035152,04-02-25,7:45:12 AM,966105,9661054,10019,Dine In,2,4.5
23035155,04-02-25,7:50:00 AM,971107,9711071,10002,Dine In,1,4.5
23035155,04-02-25,7:50:00 AM,971107,9711071,10002,Dine In,2,4.5
23035156,04-02-25,7:51:12 AM,200101,2001013,10013,Dine In,2,3.5
23035164,04-02-25,8:07:36 AM,962110,9621106,10020,Dine In,3,4.5
23035166,04-02-25,8:08:24 AM,971107,2001035,10011,Dine In,1,5
23035166,04-02-25,8:08:24 AM,971107,2001035,10035,Dine In,1,6
23035171,04-02-25,8:22:24 AM,966105,9661056,10019,Take Away,1,4.5
23035177,04-02-25,8:36:24 AM,200101,2001013,10013,Take Away,2,3.5
23035179,04-02-25,8:42:48 AM,200101,2001017,10017,Take Away,3,3.5
23035179,04-02-25,8:42:48 AM,200101,2001017,10024,Take Away,2,4.5
23035180,04-02-25,8:42:00 AM,971107,9711075,10012,Dine In,3,4
23035180,04-02-25,8:42:48 AM,971107,9711075,10020,Dine In,4,4.5
23035180,04-02-25,8:42:48 AM,971107,9711075,10026,Dine In,2,3
23035194,04-02-25,8:55:12 AM,200101,2001014,10013,Take Away,1,3.5
23035196,04-02-25,8:56:24 AM,971106,9711067,10018,Dine In,4,4
23035197,04-02-25,8:57:36 AM,971106,9711068,10017,Dine In,1,3.5
23035198,04-02-25,8:59:36 AM,962110,9711067,10012,Dine In,4,4
23035199,04-02-25,9:01:36 AM,971107,9711071,10027,Dine In,3,3.5
23035200,04-02-25,9:06:24 AM,971106,9711062,10019,Take Away,3,4.5
23035201,04-02-25,9:06:48 AM,962110,9711068,10013,Take Away,3,3.5
23035201,04-02-25,9:06:48 AM,962110,9711068,10018,Take Away,4,4
23035202,04-02-25,9:06:48 AM,965108,9651085,10019,Take Away,3,4.5
23035207,04-02-25,9:13:12 AM,974109,9741096,10013,Dine In,2,3.5
23035207,04-02-25,9:13:12 AM,974109,9741096,10019,Dine In,4,4.5
23035208,04-02-25,9:14:24 AM,966104,9661042,10021,Take Away,4,4
23035209,04-02-25,9:14:48 AM,200101,2001017,10018,Dine In,1,4
23035216,04-02-25,9:28:24 AM,966104,9661044,10002,Dine In,1,4.5
23035217,04-02-25,9:28:24 AM,962110,9711067,10026,Dine In,1,3
23035222,04-02-25,9:34:48 AM,971107,9711078,10027,Dine In,3,3.5
23035222,04-02-25,9:34:48 AM,971107,9711078,10031,Dine In,1,4.5
23035224,04-03-25,12:01:12 AM,971107,9711071,10026,Dine In,3,3
23035226,04-03-25,12:09:36 AM,965108,9651088,10006,Dine In,3,5.5
23035226,04-03-25,12:09:12 AM,965108,9651088,10040,Dine In,3,5
23035231,04-03-25,12:14:48 AM,966104,9661045,10013,Take Away,2,3.5
23035232,04-03-25,12:16:24 AM,971107,9711073,10017,Dine In,1,3.5
23035234,04-03-25,12:17:12 AM,966104,9661045,10017,Dine In,2,3.5
23035235,04-03-25,12:22:24 AM,965108,9651085,10017,Dine In,1,3.5
23035235,04-03-25,12:22:24 AM,965108,9651085,10018,Dine In,4,4
23035236,04-03-25,12:27:36 AM,200101,2001017,10015,Dine In,3,4
23035237,04-03-25,12:31:12 AM,971106,9711067,10013,Dine In,2,3.5
23035237,04-03-25,12:31:12 AM,971106,9711067,10032,Dine In,4,4
23035238,04-03-25,12:32:00 AM,971107,9711076,10029,Take Away,4,4
23035241,04-03-25,12:36:24 AM,200101,2001014,10027,Take Away,2,3.5
23035246,04-03-25,12:46:24 AM,965108,9651082,10027,Dine In,4,3.5
23035246,04-03-25,12:46:24 AM,965108,9651082,10033,Dine In,1,4
23035248,04-03-25,12:48:24 AM,965108,9651081,10024,Dine In,3,4.5
23035250,04-03-25,12:49:12 AM,974109,9711072,10040,Take Away,3,5
23035251,04-03-25,12:49:12 AM,966104,9661045,10027,Dine In,2,3.5
23035252,04-03-25,12:50:48 AM,200101,2001013,10036,Take Away,2,6
23035259,04-03-25,12:56:24 AM,971107,9711075,10019,Dine In,1,4.5
23035259,04-03-25,12:56:24 AM,971107,9711075,10021,Dine In,2,4
23035263,04-03-25,1:02:00 AM,974109,9711072,10007,Take Away,4,4.5
23035266,04-03-25,1:10:48 AM,965108,9651087,10011,Take Away,3,5
23035266,04-03-25,1:10:48 AM,965108,9651087,10018,Take Away,3,4
23035267,04-03-25,1:11:36 AM,974109,9711072,10013,Dine In,3,3.5
23035270,04-03-25,1:13:36 AM,966105,9661052,10017,Dine In,2,3.5
